,movieId,title,details
817,1077,Sleeper ,"Comedy|Sci-Fi,1973,nan"
818,1078,Bananas ,"Comedy|War,1971,nan"
819,1079,"Fish Called Wanda, A ","Comedy|Crime,1988,fish"
820,1080,Monty Python's Life of Brian ,"Comedy,1979,Bible, Comedy,1979,parody, Comedy,1979,religion"
821,1081,Victor/Victoria ,"Comedy|Musical|Romance,1982,cross dressing"
822,1082,"Candidate, The ","Drama,1972,politics"
823,1083,"Great Race, The ","Comedy|Musical,1965,nan"
824,1084,Bonnie and Clyde ,"Crime|Drama,1967,1920s, Crime|Drama,1967,gangsters"
825,1085,"Old Man and the Sea, The ","Adventure|Drama,1958,nan"
826,1086,Dial M for Murder ,"Crime|Mystery|Thriller,1954,nan"
827,1088,Dirty Dancing ,"Drama|Musical|Romance,1987,dance, Drama|Musical|Romance,1987,music"
828,1089,Reservoir Dogs ,"Crime|Mystery|Thriller,1992,ensemble cast, Crime|Mystery|Thriller,1992,nonlinear, Crime|Mystery|Thriller,1992,Quentin Tarantino, Crime|Mystery|Thriller,1992,stylized, Crime|Mystery|Thriller,1992,heist, Crime|Mystery|Thriller,1992,violence, Crime|Mystery|Thriller,1992,humorous, Crime|Mystery|Thriller,1992,neo-noir, Crime|Mystery|Thriller,1992,Quentin Tarantino, Crime|Mystery|Thriller,1992,religion, Crime|Mystery|Thriller,1992,Tarantino"
829,1090,Platoon ,"Drama|War,1986,Vietnam"
830,1091,Weekend at Bernie's ,"Comedy,1989,nan"
831,1092,Basic Instinct ,"Crime|Mystery|Thriller,1992,nan"
832,1093,"Doors, The ","Drama,1991,1960s, Drama,1991,Jim Morrison, Drama,1991,music"
833,1094,"Crying Game, The ","Drama|Romance|Thriller,1992,nan"
834,1095,Glengarry Glen Ross ,"Drama,1992,nan"
835,1096,Sophie's Choice ,"Drama,1982,Holocaust"
836,1097,E.T. the Extra-Terrestrial ,"Children|Drama|Sci-Fi,1982,aliens"
837,1099,"Christmas Carol, A ","Children|Drama|Fantasy,1938,nan"
838,1100,Days of Thunder ,"Action|Drama|Romance,1990,nan"
839,1101,Top Gun ,"Action|Romance,1986,predictable, Action|Romance,1986,Navy"
840,1103,Rebel Without a Cause ,"Drama,1955,1950s, Drama,1955,adolescence"
841,1104,"Streetcar Named Desire, A ","Drama,1951,Tennessee Williams"
842,1105,Children of the Corn IV: The Gathering ,"Horror,1996,nan"
843,1107,Loser ,"Comedy,1991,nan"
844,1111,Microcosmos ,"Documentary,Microcosmos: Le peuple de l'herbe (1996,nan"
845,1112,Palookaville ,"Action|Comedy|Drama,1996,nan"
846,1114,"Funeral, The ","Crime|Drama,1996,nan"
847,1116,"Single Girl, A ","Drama,Fille seule, La (1995,nan"
848,1117,"Eighth Day, The ","Drama,Huitième jour, Le (1996,nan"
849,1119,Drunks ,"Drama,1995,nan"
850,1120,"People vs. Larry Flynt, The ","Comedy|Drama,1996,freedom of expression"
851,1121,Glory Daze ,"Drama,1995,nan"
852,1123,"Perfect Candidate, A ","Documentary,1996,nan"
853,1124,On Golden Pond ,"Drama,1981,aging"
854,1125,"Return of the Pink Panther, The ","Comedy|Crime,1975,Clousseau"
855,1126,Drop Dead Fred ,"Comedy|Fantasy,1991,nan"
856,1127,"Abyss, The ","Action|Adventure|Sci-Fi|Thriller,1989,nan"
857,1128,"Fog, The ","Horror,1980,nan"
858,1129,Escape from New York ,"Action|Adventure|Sci-Fi|Thriller,1981,nan"
859,1130,"Howling, The ","Horror|Mystery,1980,nan"
860,1131,Jean de Florette ,"Drama|Mystery,1986,nan"
861,1132,Manon of the Spring ,"Drama,Manon des sources (1986,nan"
862,1135,Private Benjamin ,"Comedy,1980,military"
863,1136,Monty Python and the Holy Grail ,"Adventure|Comedy|Fantasy,1975,british comedy, Adventure|Comedy|Fantasy,1975,Monty Python, Adventure|Comedy|Fantasy,1975,England, Adventure|Comedy|Fantasy,1975,King Arthur"
864,1137,Hustler White ,"Romance,1996,nan"
865,1140,Entertaining Angels: The Dorothy Day Story ,"Drama,1996,nan"
866,1144,"Line King: The Al Hirschfeld Story, The ","Documentary,1996,nan"
867,1147,When We Were Kings ,"Documentary,1996,boxing, Documentary,1996,In Netflix queue"
868,1148,Wallace & Gromit: The Wrong Trousers ,"Animation|Children|Comedy|Crime,1993,Aardman"
869,1150,"Return of Martin Guerre, The ","Drama,Retour de Martin Guerre, Le (1982,nan"
870,1151,Lesson Faust ,"Animation|Comedy|Drama|Fantasy,1994,nan"
871,1156,"Children Are Watching Us, The ","Drama,Bambini ci guardano, I (1944,nan"
872,1161,"Tin Drum, The ","Drama|War,Blechtrommel, Die (1979,nan"
873,1162,"Ruling Class, The ","Comedy|Drama,1972,nan"
874,1163,Mina Tannenbaum ,"Drama,1994,nan"
875,1167,Dear God ,"Comedy,1996,nan"
876,1170,Best of the Best 3: No Turning Back ,"Action,1995,nan"
877,1171,Bob Roberts ,"Comedy,1992,politics"
878,1172,Cinema Paradiso ,"Drama,Nuovo cinema Paradiso (1989,nan"
879,1173,"Cook the Thief His Wife & Her Lover, The ","Comedy|Drama,1989,nan"
880,1175,Delicatessen ,"Comedy|Drama|Romance,1991,nan"
881,1176,"Double Life of Veronique, The ","Drama|Fantasy|Romance,Double Vie de Véronique, La (1991,nan"
882,1177,Enchanted April ,"Drama|Romance,1992,Italy"
883,1178,Paths of Glory ,"Drama|War,1957,court, Drama|War,1957,military"
884,1179,"Grifters, The ","Crime|Drama|Film-Noir,1990,crime"
885,1180,Hear My Song ,"Comedy,1991,nan"
886,1183,"English Patient, The ","Drama|Romance|War,1996,adultery"
887,1184,Mediterraneo ,"Comedy|Drama,1991,nan"
888,1185,My Left Foot ,"Drama,1989,In Netflix queue"
889,1186,"Sex, Lies, and Videotape ","Drama,1989,nan"
890,1187,Passion Fish ,"Drama,1992,disability"
891,1188,Strictly Ballroom ,"Comedy|Romance,1992,Australia, Comedy|Romance,1992,dance"
892,1189,"Thin Blue Line, The ","Documentary,1988,In Netflix queue, Documentary,1988,police"
893,1190,Tie Me Up! Tie Me Down! ,"Crime|Drama|Romance,¡Átame! (1990,nan"
894,1191,Madonna: Truth or Dare ,"Documentary|Musical,1991,nan"
895,1192,Paris Is Burning ,"Documentary,1990,nan"
896,1193,One Flew Over the Cuckoo's Nest ,"Drama,1975,emotional, Drama,1975,jack nicholson, Drama,1975,mental illness"
897,1194,Cheech and Chong's Up in Smoke ,"Comedy,1978,nan"
898,1196,Star Wars: Episode V - The Empire Strikes Back ,"Action|Adventure|Sci-Fi,1980,I am your father, Action|Adventure|Sci-Fi,1980,space, Action|Adventure|Sci-Fi,1980,space opera, Action|Adventure|Sci-Fi,1980,classic, Action|Adventure|Sci-Fi,1980,George Lucas, Action|Adventure|Sci-Fi,1980,Harrison Ford, Action|Adventure|Sci-Fi,1980,music, Action|Adventure|Sci-Fi,1980,original plot, Action|Adventure|Sci-Fi,1980,sci-fi, Action|Adventure|Sci-Fi,1980,sequel"
899,1197,"Princess Bride, The ","Action|Adventure|Comedy|Fantasy|Romance,1987,Inigo Montoya, Action|Adventure|Comedy|Fantasy|Romance,1987,six-fingered man"
900,1198,Raiders of the Lost Ark ,"Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,adventure, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,archaeology, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,indiana jones, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,Steven Spielberg, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,treasure hunt, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,archaeology, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,ark of the covenant, Action|Adventure,Indiana Jones and the Raiders of the Lost Ark (1981,indiana jones"
901,1199,Brazil ,"Fantasy|Sci-Fi,1985,nan"
902,1200,Aliens ,"Action|Adventure|Horror|Sci-Fi,1986,action, Action|Adventure|Horror|Sci-Fi,1986,aliens, Action|Adventure|Horror|Sci-Fi,1986,horror, Action|Adventure|Horror|Sci-Fi,1986,sci-fi, Action|Adventure|Horror|Sci-Fi,1986,space, Action|Adventure|Horror|Sci-Fi,1986,space craft, Action|Adventure|Horror|Sci-Fi,1986,SPACE TRAVEL, Action|Adventure|Horror|Sci-Fi,1986,suspense, Action|Adventure|Horror|Sci-Fi,1986,space"
903,1201,"Good, the Bad and the Ugly, The ","Action|Adventure|Western,Buono, il brutto, il cattivo, Il (1966,spaghetti western"
904,1202,Withnail & I ,"Comedy,1987,nan"
905,1203,12 Angry Men ,"Drama,1957,court, Drama,1957,claustrophobic, Drama,1957,confrontational, Drama,1957,earnest, Drama,1957,good dialogue, Drama,1957,great screenplay, Drama,1957,gritty, Drama,1957,Motivational, Drama,1957,thought-provoking"
906,1204,Lawrence of Arabia ,"Adventure|Drama|War,1962,Middle East"
907,1206,"Clockwork Orange, A ","Crime|Drama|Sci-Fi|Thriller,1971,brainwashing"
908,1207,To Kill a Mockingbird ,"Drama,1962,Harper Lee, Drama,1962,racism"
909,1208,Apocalypse Now ,"Action|Drama|War,1979,Vietnam"
910,1209,Once Upon a Time in the West ,"Action|Drama|Western,C'era una volta il West (1968,spaghetti western"
911,1210,Star Wars: Episode VI - Return of the Jedi ,"Action|Adventure|Sci-Fi,1983,darth vader, Action|Adventure|Sci-Fi,1983,luke skywalker, Action|Adventure|Sci-Fi,1983,space opera"
912,1211,Wings of Desire ,"Drama|Fantasy|Romance,Himmel über Berlin, Der (1987,nan"
913,1212,"Third Man, The ","Film-Noir|Mystery|Thriller,1949,ferris wheel, Film-Noir|Mystery|Thriller,1949,Venice, Film-Noir|Mystery|Thriller,1949,zither"
914,1213,Goodfellas ,"Crime|Drama,1990,Mafia"
915,1214,Alien ,"Horror|Sci-Fi,1979,aliens"
916,1215,Army of Darkness ,"Action|Adventure|Comedy|Fantasy|Horror,1993,nan"
917,1216,"Big Blue, The ","Adventure|Drama|Romance,Grand bleu, Le (1988,nan"
918,1217,Ran ,"Drama|War,1985,samurai"
919,1218,"Killer, The ","Action|Crime|Drama|Thriller,Die xue shuang xiong (1989,nan"
920,1219,Psycho ,"Crime|Horror,1960,Alfred Hitchcock, Crime|Horror,1960,psychology, Crime|Horror,1960,suspenseful, Crime|Horror,1960,tense, Crime|Horror,1960,Norman Bates, Crime|Horror,1960,Alfred Hitchcock, Crime|Horror,1960,black and white, Crime|Horror,1960,imdb top 250, Crime|Horror,1960,remade"
921,1220,"Blues Brothers, The ","Action|Comedy|Musical,1980,Saturday Night Live"
922,1221,"Godfather: Part II, The ","Crime|Drama,1974,Al Pacino, Crime|Drama,1974,Mafia, Crime|Drama,1974,Mafia"
923,1222,Full Metal Jacket ,"Drama|War,1987,Vietnam, Drama|War,1987,anti-war"
924,1223,"Grand Day Out with Wallace and Gromit, A ","Adventure|Animation|Children|Comedy|Sci-Fi,1989,moon"
925,1224,Henry V ,"Action|Drama|Romance|War,1989,Shakespeare"
926,1225,Amadeus ,"Drama,1984,Mozart, Drama,1984,Salieri"
927,1226,"Quiet Man, The ","Drama|Romance,1952,nan"
928,1227,Once Upon a Time in America ,"Crime|Drama,1984,nan"
929,1228,Raging Bull ,"Drama,1980,boxing"
930,1230,Annie Hall ,"Comedy|Romance,1977,New York"
931,1231,"Right Stuff, The ","Drama,1983,NASA, Drama,1983,space"
932,1232,Stalker ,"Drama|Mystery|Sci-Fi,1979,nan"
933,1233,"Boot, Das ","Action|Drama|War,Boat, The (1981,submarine"
934,1234,"Sting, The ","Comedy|Crime,1973,The Entertainer"
935,1235,Harold and Maude ,"Comedy|Drama|Romance,1971,May-December romance"
936,1236,Trust ,"Comedy|Drama|Romance,1990,nan"
937,1237,"Seventh Seal, The ","Drama,Sjunde inseglet, Det (1957,chess, Drama,Sjunde inseglet, Det (1957,death, Drama,Sjunde inseglet, Det (1957,atmospheric, Drama,Sjunde inseglet, Det (1957,cerebral, Drama,Sjunde inseglet, Det (1957,existentialism, Drama,Sjunde inseglet, Det (1957,philosophical, Drama,Sjunde inseglet, Det (1957,reflective"
938,1238,Local Hero ,"Comedy,1983,nan"
939,1240,"Terminator, The ","Action|Sci-Fi|Thriller,1984,Action, Action|Sci-Fi|Thriller,1984,artificial intelligence, Action|Sci-Fi|Thriller,1984,robots, Action|Sci-Fi|Thriller,1984,Sci-Fi, Action|Sci-Fi|Thriller,1984,special effects, Action|Sci-Fi|Thriller,1984,tense, Action|Sci-Fi|Thriller,1984,time travel, Action|Sci-Fi|Thriller,1984,robots"
940,1241,Dead Alive ,"Comedy|Fantasy|Horror,Braindead (1992,nan"
941,1242,Glory ,"Drama|War,1989,Civil War"
942,1243,Rosencrantz and Guildenstern Are Dead ,"Comedy|Drama,1990,Shakespeare sort of"
943,1244,Manhattan ,"Comedy|Drama|Romance,1979,black and white"
944,1245,Miller's Crossing ,"Crime|Drama|Film-Noir|Thriller,1990,Mafia"
945,1246,Dead Poets Society ,"Drama,1989,highschool, Drama,1989,High School"
946,1247,"Graduate, The ","Comedy|Drama|Romance,1967,Simon and Garfunkel"
947,1248,Touch of Evil ,"Crime|Film-Noir|Thriller,1958,nan"
948,1249,"Femme Nikita, La ","Action|Crime|Romance|Thriller,Nikita (1990,hit men"
949,1250,"Bridge on the River Kwai, The ","Adventure|Drama|War,1957,POW"
950,1251,8 1/2 ,"Drama|Fantasy,8½ (1963,nan"
951,1252,Chinatown ,"Crime|Film-Noir|Mystery|Thriller,1974,incest"
952,1253,"Day the Earth Stood Still, The ","Drama|Sci-Fi|Thriller,1951,aliens"
953,1254,"Treasure of the Sierra Madre, The ","Action|Adventure|Drama|Western,1948,Cold"
954,1255,Bad Taste ,"Comedy|Horror|Sci-Fi,1987,nan"
955,1256,Duck Soup ,"Comedy|Musical|War,1933,nan"
956,1257,Better Off Dead... ,"Comedy|Romance,1985,skiing"
957,1258,"Shining, The ","Horror,1980,atmospheric, Horror,1980,disturbing, Horror,1980,Horror, Horror,1980,jack nicholson, Horror,1980,masterpiece, Horror,1980,psychological, Horror,1980,Stanley Kubrick, Horror,1980,suspense, Horror,1980,Stephen King"
958,1259,Stand by Me ,"Adventure|Drama,1986,Stephen King"
959,1260,M ,"Crime|Film-Noir|Thriller,1931,serial killer, Crime|Film-Noir|Thriller,1931,atmospheric, Crime|Film-Noir|Thriller,1931,chilly, Crime|Film-Noir|Thriller,1931,creepy, Crime|Film-Noir|Thriller,1931,menacing, Crime|Film-Noir|Thriller,1931,mental illness, Crime|Film-Noir|Thriller,1931,oninous"
960,1261,Evil Dead II ,"Action|Comedy|Fantasy|Horror,Dead by Dawn (1987,nan"
961,1262,"Great Escape, The ","Action|Adventure|Drama|War,1963,POW"
962,1263,"Deer Hunter, The ","Drama|War,1978,Vietnam"
963,1264,Diva ,"Action|Drama|Mystery|Romance|Thriller,1981,nan"
964,1265,Groundhog Day ,"Comedy|Fantasy|Romance,1993,nan"
965,1266,Unforgiven ,"Drama|Western,1992,revenge"
966,1267,"Manchurian Candidate, The ","Crime|Thriller|War,1962,assassination, Crime|Thriller|War,1962,brainwashing"
967,1268,Pump Up the Volume ,"Comedy|Drama,1990,nan"
968,1269,Arsenic and Old Lace ,"Comedy|Mystery|Thriller,1944,murder"
969,1270,Back to the Future ,"Adventure|Comedy|Sci-Fi,1985,time travel"
970,1271,Fried Green Tomatoes ,"Comedy|Crime|Drama,1991,nan"
971,1272,Patton ,"Drama|War,1970,World War II"
972,1273,Down by Law ,"Comedy|Drama|Film-Noir,1986,nan"
973,1274,Akira ,"Action|Adventure|Animation|Sci-Fi,1988,animation, Action|Adventure|Animation|Sci-Fi,1988,anime, Action|Adventure|Animation|Sci-Fi,1988,visually stunning"
974,1275,Highlander ,"Action|Adventure|Fantasy,1986,nan"
975,1276,Cool Hand Luke ,"Drama,1967,prison"
976,1277,Cyrano de Bergerac ,"Comedy|Drama|Romance,1990,In Netflix queue"
977,1278,Young Frankenstein ,"Comedy|Fantasy,1974,spoof"
978,1279,Night on Earth ,"Comedy|Drama,1991,nan"
979,1280,Raise the Red Lantern ,"Drama,Da hong deng long gao gao gua (1991,In Netflix queue"
980,1281,"Great Dictator, The ","Comedy|Drama|War,1940,Nazis"
981,1282,Fantasia ,"Animation|Children|Fantasy|Musical,1940,Disney"
982,1283,High Noon ,"Drama|Western,1952,gunfight"
983,1284,"Big Sleep, The ","Crime|Film-Noir|Mystery,1946,Hammett"
984,1285,Heathers ,"Comedy,1989,high school"
985,1286,Somewhere in Time ,"Drama|Romance,1980,nan"
986,1287,Ben-Hur ,"Action|Adventure|Drama,1959,nan"
987,1288,This Is Spinal Tap ,"Comedy,1984,music, Comedy,1984,heavy metal, Comedy,1984,mockumentary, Comedy,1984,music"
988,1289,Koyaanisqatsi ,"Documentary,a.k.a. Koyaanisqatsi: Life Out of Balance (1983,nan"
989,1290,Some Kind of Wonderful ,"Drama|Romance,1987,nan"
990,1291,Indiana Jones and the Last Crusade ,"Action|Adventure,1989,archaeology, Action|Adventure,1989,Holy Grail"
991,1292,Being There ,"Comedy|Drama,1979,television"
992,1293,Gandhi ,"Drama,1982,India"
993,1295,"Unbearable Lightness of Being, The ","Drama,1988,nan"
994,1296,"Room with a View, A ","Drama|Romance,1986,E. M. Forster"
995,1297,Real Genius ,"Comedy,1985,nan"
996,1298,Pink Floyd: The Wall ,"Drama|Musical,1982,nan"
997,1299,"Killing Fields, The ","Drama|War,1984,Cambodia, Drama|War,1984,Vietnam"
998,1300,My Life as a Dog ,"Comedy|Drama,Mitt liv som hund (1985,nan"
999,1301,Forbidden Planet ,"Drama|Sci-Fi,1956,Shakespeare sort of, Drama|Sci-Fi,1956,space"
1000,1302,Field of Dreams ,"Children|Drama|Fantasy,1989,baseball"
1001,1303,"Man Who Would Be King, The ","Adventure|Drama,1975,India"
1002,1304,Butch Cassidy and the Sundance Kid ,"Action|Western,1969,crime"
1003,1305,"Paris, Texas ","Drama|Romance,1984,nan"
1004,1306,Until the End of the World ,"Adventure|Drama|Sci-Fi,Bis ans Ende der Welt (1991,nan"
1005,1307,When Harry Met Sally... ,"Comedy|Romance,1989,New York"
1006,1310,Hype! ,"Documentary,1996,nan"
1007,1312,Female Perversions ,"Drama,1996,nan"
1008,1318,Blue Juice ,"Comedy|Drama,1995,nan"
1009,1320,Alien³ ,"Action|Horror|Sci-Fi|Thriller,a.k.a. Alien 3 (1992,nan"
1010,1321,"American Werewolf in London, An ","Comedy|Horror|Thriller,1981,nan"
1011,1322,Amityville 1992: It's About Time ,"Horror,1992,nan"
1012,1323,Amityville 3-D ,"Horror,1983,nan"
1013,1324,Amityville: Dollhouse ,"Horror,1996,nan"
1014,1325,Amityville: A New Generation ,"Horror,1993,nan"
1015,1326,Amityville II: The Possession ,"Horror,1982,nan"
1016,1327,"Amityville Horror, The ","Drama|Horror|Mystery|Thriller,1979,nan"
1017,1328,"Amityville Curse, The ","Horror,1990,nan"
1018,1329,Blood for Dracula ,"Horror,Andy Warhol's Dracula (1974,nan"
1019,1330,April Fool's Day ,"Horror,1986,nan"
1020,1331,Audrey Rose ,"Horror,1977,nan"
1021,1332,"Believers, The ","Horror|Thriller,1987,nan"
1022,1333,"Birds, The ","Horror|Thriller,1963,birds"
1023,1334,"Blob, The ","Horror|Sci-Fi,1958,nan"
1024,1335,Blood Beach ,"Horror|Mystery,1981,nan"
1025,1336,Body Parts ,"Horror|Thriller,1991,nan"
1026,1337,"Body Snatcher, The ","Drama|Horror|Thriller,1945,nan"
1027,1339,Dracula ,"Fantasy|Horror|Romance|Thriller,Bram Stoker's Dracula (1992,nan"
1028,1340,"Bride of Frankenstein, The ","Drama|Horror|Sci-Fi,Bride of Frankenstein (1935,nan"
1029,1341,Burnt Offerings ,"Horror,1976,nan"
1030,1342,Candyman ,"Horror|Thriller,1992,nan"
1031,1343,Cape Fear ,"Thriller,1991,horror, Thriller,1991,Juliette Lewis, Thriller,1991,Martin Scorsese, Thriller,1991,Robert De Niro, Thriller,1991,remake"
1032,1344,Cape Fear ,"Crime|Drama|Thriller,1962,lawyer"
1033,1345,Carrie ,"Drama|Fantasy|Horror|Thriller,1976,high school, Drama|Fantasy|Horror|Thriller,1976,prom, Drama|Fantasy|Horror|Thriller,1976,Stephen King"
1034,1346,Cat People ,"Drama|Fantasy|Horror,1982,nan"
1035,1347,"Nightmare on Elm Street, A ","Horror|Thriller,1984,nan"
1036,1348,Nosferatu ,"Horror,Nosferatu, eine Symphonie des Grauens (1922,vampires"
1037,1349,Vampire in Venice ,"Horror,Nosferatu a Venezia (Nosferatu in Venice (1986,nan"
1038,1350,"Omen, The ","Horror|Mystery|Thriller,1976,demons"
1039,1351,Blood and Wine ,"Crime|Drama|Thriller,Blood & Wine (1996,nan"
1040,1352,Albino Alligator ,"Crime|Thriller,1996,nan"
1041,1353,"Mirror Has Two Faces, The ","Comedy|Drama|Romance,1996,personals ads"
1042,1354,Breaking the Waves ,"Drama|Mystery,1996,religion"
1043,1355,Nightwatch ,"Horror|Thriller,1997,nan"
1044,1356,Star Trek: First Contact ,"Action|Adventure|Sci-Fi|Thriller,1996,Borg"
1045,1357,Shine ,"Drama|Romance,1996,music"
1046,1358,Sling Blade ,"Drama,1996,ex-con"
1047,1359,Jingle All the Way ,"Children|Comedy,1996,nan"
1048,1361,Paradise Lost: The Child Murders at Robin Hood Hills ,"Documentary,1996,In Netflix queue"
1049,1363,"Preacher's Wife, The ","Drama,1996,religion"
1050,1365,Ridicule ,"Drama,1996,nan"
1051,1366,"Crucible, The ","Drama,1996,Arthur Miller"
1052,1367,101 Dalmatians ,"Adventure|Children|Comedy,1996,dogs, Adventure|Children|Comedy,1996,remake"
1053,1370,Die Hard 2 ,"Action|Adventure|Thriller,1990,nan"
1054,1371,Star Trek: The Motion Picture ,"Adventure|Sci-Fi,1979,nan"
1055,1372,Star Trek VI: The Undiscovered Country ,"Action|Mystery|Sci-Fi,1991,Klingons"
1056,1373,Star Trek V: The Final Frontier ,"Action|Sci-Fi,1989,nan"
1057,1374,Star Trek II: The Wrath of Khan ,"Action|Adventure|Sci-Fi|Thriller,1982,Captain Kirk"
1058,1375,Star Trek III: The Search for Spock ,"Action|Adventure|Sci-Fi,1984,nan"
1059,1376,Star Trek IV: The Voyage Home ,"Adventure|Comedy|Sci-Fi,1986,whales"
1060,1377,Batman Returns ,"Action|Crime,1992,superhero"
1061,1378,Young Guns ,"Action|Comedy|Western,1988,nan"
1062,1379,Young Guns II ,"Action|Western,1990,nan"
1063,1380,Grease ,"Comedy|Musical|Romance,1978,high school"
1064,1381,Grease 2 ,"Comedy|Musical|Romance,1982,high school"
1065,1382,Marked for Death ,"Action|Drama,1990,nan"
1066,1385,Under Siege ,"Action|Drama|Thriller,1992,nan"
1067,1387,Jaws ,"Action|Horror,1975,Shark"
1068,1388,Jaws 2 ,"Horror|Thriller,1978,nan"
1069,1389,Jaws 3-D ,"Action|Horror,1983,shark"
1070,1390,My Fellow Americans ,"Comedy,1996,nan"
1071,1391,Mars Attacks! ,"Action|Comedy|Sci-Fi,1996,nan"
1072,1392,Citizen Ruth ,"Comedy|Drama,1996,nan"
1073,1393,Jerry Maguire ,"Drama|Romance,1996,sports"
1074,1394,Raising Arizona ,"Comedy,1987,Coen Brothers"
1075,1395,Tin Men ,"Comedy|Drama,1987,nan"
1076,1396,Sneakers ,"Action|Comedy|Crime|Drama|Sci-Fi,1992,spying"
1077,1397,Bastard Out of Carolina ,"Drama,1996,nan"
1078,1398,In Love and War ,"Romance|War,1996,Hemingway"
1079,1399,Marvin's Room ,"Drama,1996,nan"
1080,1401,Ghosts of Mississippi ,"Drama,1996,nan"
1081,1405,Beavis and Butt-Head Do America ,"Adventure|Animation|Comedy|Crime,1996,nan"
1082,1406,La Cérémonie ,"Crime|Drama|Mystery|Thriller,1995,nan"
1083,1407,Scream ,"Comedy|Horror|Mystery|Thriller,1996,slasher, Comedy|Horror|Mystery|Thriller,1996,spoof"
1084,1408,"Last of the Mohicans, The ","Action|Romance|War|Western,1992,Hawkeye, Action|Romance|War|Western,1992,James Fennimore Cooper"
1085,1409,Michael ,"Comedy|Drama|Fantasy|Romance,1996,nan"
1086,1411,Hamlet ,"Crime|Drama|Romance,1996,Shakespeare"
1087,1412,Some Mother's Son ,"Drama,1996,nan"
1088,1413,"Whole Wide World, The ","Drama,1996,Conan"
1089,1414,Mother ,"Comedy,1996,nan"
1090,1415,Thieves ,"Crime|Drama|Romance,Voleurs, Les (1996,nan"
1091,1416,Evita ,"Drama|Musical,1996,Andrew Lloyd Weber"
1092,1417,"Portrait of a Lady, The ","Drama,1996,nan"
1093,1419,Walkabout ,"Adventure|Drama,1971,nan"
1094,1422,Murder at 1600 ,"Crime|Drama|Mystery|Thriller,1997,nan"
1095,1423,Hearts and Minds ,"Drama,1996,In Netflix queue, Drama,1996,Vietnam"
1096,1425,Fierce Creatures ,"Comedy,1997,nan"
1097,1426,Zeus and Roxanne ,"Children,1997,nan"
1098,1427,Turbulence ,"Action|Thriller,1997,nan"
1099,1428,Angel Baby ,"Drama,1995,nan"
1100,1429,First Strike ,"Action|Adventure|Comedy|Thriller,Police Story 4: First Strike (Ging chaat goo si 4: Ji gaan daan yam mo (1996,nan"
1101,1430,Underworld ,"Comedy|Thriller,1996,nan"
1102,1431,Beverly Hills Ninja ,"Action|Comedy,1997,nan"
1103,1432,Metro ,"Action|Comedy|Crime|Drama|Thriller,1997,nan"
1104,1437,"Cement Garden, The ","Drama,1993,nan"
1105,1438,Dante's Peak ,"Action|Thriller,1997,nan"
1106,1439,Meet Wally Sparks ,"Comedy,1997,nan"
1107,1440,Amos & Andrew ,"Comedy,1993,nan"
1108,1441,Benny & Joon ,"Comedy|Romance,1993,mental illness, Comedy|Romance,1993,Not Seen"
1109,1442,Prefontaine ,"Drama,1997,nan"
1110,1445,McHale's Navy ,"Comedy|War,1997,nan"
1111,1446,Kolya ,"Comedy|Drama,Kolja (1996,In Netflix queue"
1112,1447,Gridlock'd ,"Crime,1997,nan"
1113,1449,Waiting for Guffman ,"Comedy,1996,mockumentary"
1114,1453,"Beautician and the Beast, The ","Comedy|Romance,1997,nan"
1115,1454,SubUrbia ,"Comedy|Drama,1997,nan"
1116,1456,"Pest, The ","Comedy,1997,nan"
1117,1457,Fools Rush In ,"Comedy|Drama|Romance,1997,nan"
1118,1458,Touch ,"Drama|Fantasy|Romance,1997,nan"
1119,1459,Absolute Power ,"Mystery|Thriller,1997,nan"
1120,1460,That Darn Cat ,"Children|Comedy|Mystery,1997,nan"
1121,1461,Vegas Vacation ,"Comedy,National Lampoon's Las Vegas Vacation (1997,nan"
1122,1464,Lost Highway ,"Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1997,nan"
1123,1465,Rosewood ,"Action|Drama,1997,nan"
1124,1466,Donnie Brasco ,"Crime|Drama,1997,Mafia"
1125,1468,Booty Call ,"Comedy|Romance,1997,nan"
1126,1473,Best Men ,"Action|Comedy|Crime|Drama,1997,nan"
1127,1474,Jungle2Jungle ,"Children|Comedy,a.k.a. Jungle 2 Jungle (1997,jungle"
1128,1475,Kama Sutra: A Tale of Love ,"Romance,1996,nan"
1129,1476,Private Parts ,"Comedy|Drama,1997,nan"
1130,1477,Love Jones ,"Romance,1997,nan"
1131,1479,"Saint, The ","Action|Romance|Sci-Fi|Thriller,1997,nan"
1132,1480,Smilla's Sense of Snow ,"Drama|Thriller,1997,nan"
1133,1483,Crash ,"Drama|Thriller,1996,nan"
1134,1484,"Daytrippers, The ","Comedy|Drama|Mystery|Romance,1996,nan"
1135,1485,Liar Liar ,"Comedy,1997,lawyer"
1136,1487,Selena ,"Drama|Musical,1997,nan"
1137,1488,"Devil's Own, The ","Action|Drama|Thriller,1997,nan"
